0.000000	0.027137
300.000000	0.272178
600.000000	0.344479
900.000000	0.112699
1200.000000	0.041909
1500.000000	0.023470
1800.000000	0.016513
2100.000000	0.013089
2400.000000	0.009443
2700.000000	0.007583
3000.000000	0.005961
3300.000000	0.006846
3600.000000	0.005511
3900.000000	0.004462
4200.000000	0.004111
4500.000000	0.003531
4800.000000	0.002190
5100.000000	0.003456
5400.000000	0.003639
5700.000000	0.001594
6000.000000	0.001659
6300.000000	0.003004
6600.000000	0.001544
6900.000000	0.001469
7200.000000	0.000925
7500.000000	0.001064
7800.000000	0.002422
8100.000000	0.000841
8400.000000	0.000770
8700.000000	0.001040
9000.000000	0.001392
9300.000000	0.001569
9600.000000	0.002946
9900.000000	0.003724
10200.000000	0.001388
10500.000000	0.002188
10800.000000	0.003717
11100.000000	0.001981
11400.000000	0.001546
11700.000000	0.001379
12000.000000	0.002458
12300.000000	0.001163
12600.000000	0.000919
12900.000000	0.000646
13200.000000	0.000791
13500.000000	0.000828
13800.000000	0.000542
14100.000000	0.001680
14400.000000	0.001853
14700.000000	0.002035
15000.000000	0.002120
15300.000000	0.001230
15600.000000	0.000728
15900.000000	0.001074
16200.000000	0.000780
16500.000000	0.000836
16800.000000	0.000242
17100.000000	0.000478
17400.000000	0.001461
17700.000000	0.001278
18000.000000	0.000668
18300.000000	0.000747
18600.000000	0.001003
18900.000000	0.000043
19200.000000	0.000302
19500.000000	0.000470
19800.000000	0.000188
20100.000000	0.000715
20400.000000	0.000778
20700.000000	0.000117
21000.000000	0.000435
21300.000000	0.000948
21600.000000	0.000326
21900.000000	0.001066
22200.000000	0.001056
22500.000000	0.000792
22800.000000	0.000267
23100.000000	0.000462
23400.000000	0.000024
23700.000000	0.000017
24000.000000	0.000024
24300.000000	0.000050
24600.000000	0.000035
24900.000000	0.000040
25200.000000	0.000044
25500.000000	0.000017
25800.000000	0.000013
26100.000000	0.000025
26400.000000	0.000018
26700.000000	0.000010
27000.000000	0.000015
27300.000000	0.000015
27600.000000	0.000010
27900.000000	0.000006
28200.000000	0.000003
28500.000000	0.000007
28800.000000	0.000039
29100.000000	0.000963
29400.000000	0.000851
29700.000000	0.001063
30000.000000	0.000969
30300.000000	0.000310
30600.000000	0.000014
30900.000000	0.000014
31200.000000	0.000013
31500.000000	0.000021
31800.000000	0.000017
32100.000000	0.000024
32400.000000	0.000012
32700.000000	0.000021
33000.000000	0.000018
33300.000000	0.000004
33600.000000	0.000009
33900.000000	0.000013
34200.000000	0.000015
34500.000000	0.000010
34800.000000	0.000008
35100.000000	0.000010
35400.000000	0.000038
35700.000000	0.000012
36000.000000	0.000008
36300.000000	0.000012
36600.000000	0.000014
36900.000000	0.000016
37200.000000	0.000017
37500.000000	0.000006
37800.000000	0.000012
38100.000000	0.000020
38400.000000	0.000060
38700.000000	0.000012
39000.000000	0.000010
39300.000000	0.000006
39600.000000	0.000008
39900.000000	0.000010
40200.000000	0.000010
40500.000000	0.000010
40800.000000	0.000004
41100.000000	0.000012
41400.000000	0.000009
41700.000000	0.000008
42000.000000	0.000047
42300.000000	0.000016
42600.000000	0.000020
42900.000000	0.000019
43200.000000	0.000009
43500.000000	0.000017
43800.000000	0.000024
44100.000000	0.000006
44400.000000	0.000006
44700.000000	0.000012
45000.000000	0.000003
45300.000000	0.000013
45600.000000	0.000008
45900.000000	0.000009
46200.000000	0.000002
46500.000000	0.000008
46800.000000	0.000012
47100.000000	0.000013
47400.000000	0.000013
47700.000000	0.000013
48000.000000	0.000022
48300.000000	0.000006
48600.000000	0.000009
48900.000000	0.000009
49200.000000	0.000015
49500.000000	0.000003
49800.000000	0.000006
50100.000000	0.000007
50400.000000	0.000006
50700.000000	0.000020
51000.000000	0.000009
51300.000000	0.000008
51600.000000	0.000018
51900.000000	0.000006
52200.000000	0.000008
52500.000000	0.000002
52800.000000	0.000006
53100.000000	0.000010
53400.000000	0.000022
53700.000000	0.000010
54000.000000	0.000021
54300.000000	0.000006
54600.000000	0.000004
54900.000000	0.000008
55200.000000	0.000011
55500.000000	0.000002
55800.000000	0.000020
56100.000000	0.000005
56400.000000	0.000014
56700.000000	0.000015
57000.000000	0.000061
57300.000000	0.000007
57600.000000	0.000009
57900.000000	0.000008
58200.000000	0.000048
58500.000000	0.000052
58800.000000	0.000020
59100.000000	0.000005
59400.000000	0.000004
59700.000000	0.000020
60000.000000	0.000007
60300.000000	0.000016
60600.000000	0.000021
60900.000000	0.000006
61500.000000	0.000013
61800.000000	0.000011
62100.000000	0.000006
62400.000000	0.000016
62700.000000	0.000012
63000.000000	0.000012
63300.000000	0.000020
63600.000000	0.000017
63900.000000	0.000003
64200.000000	0.000009
64500.000000	0.000006
64800.000000	0.000001
65100.000000	0.000012
65400.000000	0.000006
65700.000000	0.000002
66000.000000	0.000012
66300.000000	0.000008
66600.000000	0.000001
66900.000000	0.000004
67200.000000	0.000001
67500.000000	0.000009
67800.000000	0.000005
68100.000000	0.000006
68400.000000	0.000008
68700.000000	0.000031
69000.000000	0.000005
69300.000000	0.000005
69600.000000	0.000007
69900.000000	0.000009
70200.000000	0.000001
70500.000000	0.000003
70800.000000	0.000003
71100.000000	0.000003
71400.000000	0.000012
71700.000000	0.000001
72000.000000	0.000002
72300.000000	0.000001
72600.000000	0.000001
72900.000000	0.000002
73200.000000	0.000002
73500.000000	0.000014
73800.000000	0.000009
74100.000000	0.000003
74400.000000	0.000002
74700.000000	0.000003
75000.000000	0.000014
75300.000000	0.000010
75600.000000	0.000008
75900.000000	0.000009
76200.000000	0.000002
76500.000000	0.000002
76800.000000	0.000005
77100.000000	0.000002
77400.000000	0.000002
77700.000000	0.000008
78000.000000	0.000008
78300.000000	0.000002
78600.000000	0.000005
78900.000000	0.000003
79200.000000	0.000002
79500.000000	0.000005
79800.000000	0.000002
80100.000000	0.000005
80400.000000	0.000005
80700.000000	0.000002
81000.000000	0.000003
81300.000000	0.000003
81600.000000	0.000002
81900.000000	0.000004
82200.000000	0.000001
82500.000000	0.000008
82800.000000	0.000005
83100.000000	0.000005
83400.000000	0.000001
83700.000000	0.000005
84000.000000	0.000006
84300.000000	0.000002
84600.000000	0.000001
84900.000000	0.000003
85200.000000	0.000003
85500.000000	0.000005
85800.000000	0.000009
86100.000000	0.000017
